"longitude","latitude","LT_data","extra","outlier","climate","rings","Comp.1","Comp.2","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","site"
-119.410618792539,42.3049812209583,1,0,0,"warm.Pwinter","mid",-1.3826206539711,1.88065973122136,66,161,44,6970,280,-85,365,49,156,160,-17,297,32,11,26,90,47,57,77,438
-115.327418792539,42.3049812209583,1,0,0,"warm.Pwinter","mid",-1.38335446263256,1.24159841166289,69,170,41,7947,301,-106,407,-21,168,173,-32,293,33,11,30,99,42,53,89,439
-115.339018792539,42.2956312209583,1,0,0,"warm.Pwinter","mid",-1.2044011513135,1.23022971744395,67,170,41,7927,300,-108,408,-23,166,172,-33,295,34,12,30,100,43,54,90,440
-115.327418792539,42.2956312209583,1,0,0,"warm.Pwinter","mid",-1.17694356639405,1.2320346720819,67,170,41,7936,299,-109,408,-23,166,171,-33,296,34,12,31,100,43,54,90,441
-115.327418792539,42.2862812209583,1,0,0,"warm.Pwinter","mid",-1.06318290701161,1.22170427189184,66,170,41,7927,298,-110,408,-24,165,170,-34,300,34,12,30,102,44,55,91,442
-115.292618792539,42.2769312209583,1,0,0,"warm.Pwinter","mid",-1.22662686539004,1.19602516247668,67,170,41,7938,300,-108,408,-22,167,172,-32,295,34,12,30,99,43,54,89,443
-117.148618792539,42.2488812209583,1,0,0,"warm.Pwinter","mid",-1.33982960052983,1.60534241134148,67,173,43,7588,300,-100,400,-18,164,170,-25,307,35,11,29,101,44,56,91,444
-117.160218792539,42.2208312209583,1,0,0,"warm.Pwinter","mid",-1.14525124096484,1.62340005188454,66,173,43,7578,299,-101,400,-19,163,168,-26,313,35,12,28,103,45,58,94,445
-119.201818792539,42.1740812209583,1,0,0,"warm.Pwinter","mid",-1.37745324282467,1.43665608879426,63,165,44,7072,280,-92,372,88,154,158,-22,289,31,11,25,87,46,57,77,446
-119.016218792539,42.1366812209583,1,0,0,"warm.Pwinter","mid",-0.92988603568239,1.57016755503822,60,166,44,7144,277,-98,375,-20,152,156,-26,291,32,12,24,88,48,59,77,447
-116.487418792539,41.3606312209583,0,1,0,"warm.Pwinter","mid",-1.32456623265573,1.45691467813536,69,165,41,7741,299,-98,397,-16,169,174,-24,301,34,12,28,98,45,56,87,448
-114.213818792539,43.2399812209583,1,0,0,"cold.Pwinter","mid",0.0513186486581992,1.78816095383834,64,158,36,9182,301,-128,429,-42,175,181,-57,343,48,11,42,138,42,52,131,449
-114.295018792539,43.2212812209583,1,0,0,"warm.Pwinter","mid",-0.064114842911069,1.9058475183669,66,157,36,9182,302,-124,426,-40,177,183,-55,342,48,11,42,138,42,51,131,450
-118.888618792539,42.3330312209583,1,0,0,"warm.Pwinter","mid",-0.667820332222289,1.79105520825946,58,164,44,7032,274,-98,372,-20,148,152,-27,303,33,12,24,92,50,60,81,451
-117.299418792539,42.1179812209583,1,0,0,"warm.Pwinter","mid",-0.657106777247299,1.75764993656371,60,172,43,7502,291,-106,397,-23,156,162,-31,325,37,12,28,108,47,59,98,452
-117.264618792539,42.1179812209583,1,0,0,"warm.Pwinter","mid",-0.697481571228333,1.78042834005477,61,172,43,7492,292,-105,397,-23,157,162,-30,325,37,12,28,108,47,59,98,453
-115.872618792539,41.0053312209583,0,1,0,"warm.Pwinter","mid",-0.397191091225918,1.43822190486686,65,164,40,7962,295,-108,403,-23,167,171,-33,348,39,14,28,109,49,63,100,454
-111.951818792539,40.3975812209583,1,0,0,"core","center",-0.0592643031160224,1.04158898337283,92,144,35,8819,315,-87,402,83,207,207,-21,414,46,22,19,130,75,75,102,455
-115.652218792539,40.0516312209583,1,0,0,"core","center",-0.334999205952595,1.03225509577126,72,158,39,8059,296,-102,398,55,175,180,-27,356,38,17,21,109,61,68,96,456
-112.369418792539,36.1620312209583,1,0,0,"warm.Pwinter","mid",-0.506897942274709,1.82499948459957,87,163,44,7307,289,-77,366,179,116,184,-1,395,53,13,33,127,55,110,108,457
-112.404218792539,36.1526812209583,1,0,0,"warm.Pwinter","mid",-0.794941691254053,1.72719477914622,90,163,44,7362,293,-75,368,183,119,188,1,385,52,13,33,125,53,108,105,458
-112.346218792539,36.1433312209583,1,0,0,"warm.Pwinter","mid",-0.263217660326921,1.91771333840784,84,163,44,7268,285,-79,364,176,114,181,-3,402,54,13,33,130,55,112,111,459
-112.381018792539,36.1339812209583,1,0,0,"warm.Pwinter","mid",-0.80265788721908,1.67833203894849,90,164,44,7356,293,-75,368,183,119,188,1,384,52,13,32,125,53,108,104,460
-112.311418792539,36.0965812209583,1,0,0,"warm.Pwinter","mid",-0.650563070676793,1.70965141343277,88,164,44,7298,291,-76,367,180,117,185,0,386,53,13,33,127,53,110,104,461
-112.299818792539,36.0872312209583,1,0,0,"warm.Pwinter","mid",-0.558616191612253,1.73229077419242,87,164,44,7307,289,-77,366,179,116,184,-1,389,53,13,33,127,54,110,105,462
-112.288218792539,36.0778812209583,1,0,0,"warm.Pwinter","mid",-0.500019501159271,1.75667072198644,86,164,44,7276,288,-78,366,178,115,183,-2,390,53,13,33,127,54,110,106,463
-112.253418792539,36.0498312209583,1,0,0,"warm.Pwinter","mid",-0.720090626864955,1.58774632977426,89,165,44,7340,291,-78,369,181,119,186,0,380,53,13,34,126,53,109,101,464
-112.218618792539,36.0217812209583,1,0,0,"warm.Pwinter","mid",-0.567673261309888,1.67310040254666,87,165,44,7295,289,-78,367,178,116,183,-2,385,53,13,33,127,53,110,104,465
-114.190618792539,43.2493312209583,1,0,0,"cold.Pwinter","mid",0.0660472864297219,1.80618370190993,63,159,37,9175,300,-129,429,-42,174,180,-58,343,48,11,42,138,42,52,131,466
-114.202218792539,43.2399812209583,1,0,0,"cold.Pwinter","mid",0.0846023916237204,1.81421631579036,63,158,36,9140,300,-128,428,-42,174,180,-57,343,48,11,42,138,42,52,131,467
-115.965418792539,41.8748812209583,0,1,0,"cold.Pwinter","mid",0.557408769598491,1.52468425790457,49,180,44,7448,281,-126,407,-33,143,148,-44,360,41,15,28,119,54,66,107,468
-111.940218792539,40.4349812209583,1,0,0,"cold.Pwinter","mid",0.186137994843834,1.46839225275766,92,144,35,8773,317,-85,402,82,207,207,-20,442,50,22,22,141,76,76,112,469
-111.940218792539,40.4256312209583,1,0,0,"cold.Pwinter","mid",0.132755854000712,1.41477256215065,92,144,35,8773,316,-86,402,82,207,207,-20,437,49,22,21,139,75,75,111,470
-112.021418792539,40.4162812209583,1,0,0,"cold.Pwinter","mid",0.835263453132378,1.85184960830087,89,139,35,8731,310,-85,395,77,204,204,-21,473,53,24,22,152,80,80,120,471
-111.951818792539,40.4162812209583,1,0,0,"cold.Pwinter","mid",0.665406129963997,1.78612952692978,90,142,35,8748,313,-86,399,79,205,205,-21,471,52,23,22,150,79,79,122,472
-112.021418792539,40.4069312209583,1,0,0,"cold.Pwinter","mid",0.477866282854943,1.53382188692172,90,140,35,8768,311,-86,397,79,205,205,-21,448,50,23,21,143,78,78,112,473
-112.009818792539,40.4069312209583,1,0,0,"cold.Pwinter","mid",0.508056404435726,1.55606952788613,90,140,35,8771,311,-86,397,79,205,205,-22,451,50,23,21,144,78,78,113,474
-111.998218792539,40.4069312209583,1,0,0,"cold.Pwinter","mid",0.949863623401637,1.89361746693266,88,140,35,8719,310,-86,396,77,203,203,-22,483,53,24,22,153,81,81,124,475
-111.963418792539,40.4069312209583,1,0,0,"cold.Pwinter","mid",0.539515843068137,1.63416116636139,90,142,35,8756,313,-86,399,79,205,205,-21,459,51,23,21,146,78,78,117,476
-111.951818792539,40.4069312209583,1,0,0,"cold.Pwinter","mid",0.241087733487781,1.41034947622261,91,143,35,8782,314,-86,400,82,207,207,-21,440,49,22,21,139,77,77,111,477
-112.021418792539,40.3975812209583,1,0,0,"cold.Pwinter","mid",0.703859389379583,1.63823496719573,89,140,35,8748,310,-86,396,78,205,205,-22,461,51,24,21,146,80,80,116,478
-112.009818792539,40.3975812209583,1,0,0,"cold.Pwinter","mid",0.407743151572444,1.45042040711659,90,140,35,8764,311,-86,397,81,205,205,-21,442,49,23,21,140,78,78,110,479
-111.998218792539,40.3975812209583,1,0,0,"cold.Pwinter","mid",0.841115203207865,1.79022688633643,89,140,35,8754,311,-86,397,78,204,204,-22,475,52,24,22,150,81,81,122,480
-112.021418792539,40.3882312209583,1,0,0,"cold.Pwinter","mid",0.304051788695975,1.34765256799305,90,140,35,8767,311,-86,397,81,205,205,-21,432,48,23,20,137,77,77,107,481
-112.253418792539,40.2760312209583,1,0,0,"core","center",0.166797675979869,1.12032152428884,92,137,34,8792,311,-85,396,79,208,208,-19,415,48,24,23,137,76,76,94,482
-115.605818792539,41.9122812209583,0,1,0,"cold.Pwinter","mid",1.44606478757965,1.42474237137084,42,176,43,7602,271,-136,407,-41,138,142,-53,380,43,17,27,125,59,72,114,483
-115.524618792539,39.9207312209583,0,1,0,"cold.Pwinter","mid",2.39868299474977,1.50710049855718,46,154,40,7636,261,-120,381,24,146,148,-45,426,44,24,17,128,80,86,115,484
-114.179018792539,42.2021312209583,0,1,0,"cold.Pwinter","mid",3.34273861448669,1.36830942930857,34,155,39,7875,254,-137,391,-50,135,138,-63,430,46,25,21,131,79,93,125,485
-114.144218792539,43.5017812209583,0,1,0,"cold.Pwinter","mid",4.23660205539518,1.47504813264602,22,163,39,8381,248,-162,410,-72,125,130,-85,441,55,23,29,150,75,90,150,486
-114.805418792539,44.0253812209583,0,1,0,"cold.Pwinter","mid",5.11149372097798,1.44344206115012,11,176,41,8303,242,-181,423,-84,111,116,-97,469,60,23,29,164,78,91,163,487
-111.244218792539,39.6776312209583,0,1,1,"cold.Pwinter","outer",6.08071989709974,1.47871876626738,23,139,36,8218,227,-154,381,-69,103,131,-79,533,54,30,14,154,110,117,150,488
-110.339418792539,39.6495812209583,0,1,1,"cold.Pwinter","outer",6.86617256457716,1.56284861805394,16,125,35,7947,212,-143,355,-72,44,122,-78,551,56,32,13,149,115,133,142,489
-111.592218792539,44.7453312209583,0,1,1,"cold.Pwinter","outer",8.00490884476026,1.33354293056206,6,149,36,8900,231,-178,409,-93,115,120,-108,610,66,35,21,191,111,134,183,490
-110.745418792539,45.5961812209583,0,1,1,"cold.Pwinter","outer",9.43094389204233,1.0971255125924,17,144,38,7803,227,-146,373,49,-78,120,-78,693,87,41,23,230,145,187,145,491
-111.789418792539,44.8014312209583,0,1,1,"cold.Pwinter","outer",10.4939553787076,1.36438386931067,-19,143,37,8198,192,-190,382,-107,49,87,-121,662,68,42,16,188,136,158,182,492
-110.722218792539,45.2595812209583,0,1,1,"cold.Pwinter","outer",11.4016727532181,1.42128773127413,-11,144,38,7975,200,-176,376,20,55,94,-109,736,81,47,16,217,161,191,182,493
-114.631418792539,35.0493812209583,0,1,1,NA,"outer",-12.0197494158232,2.50823462369701,229,144,38,8483,427,50,377,142,268,339,123,97,13,1,40,34,8,22,32,494
-113.807818792539,33.7403812209583,0,1,1,"warm.Pwinter","outer",-10.9051927915023,2.24472337521185,214,168,44,7816,412,31,381,312,246,316,117,161,26,1,50,60,9,42,49,495
-113.587418792539,34.0676312209583,0,1,1,"warm.Pwinter","outer",-9.28276860657135,2.36386509798106,196,174,45,7721,399,14,385,294,226,298,101,221,34,2,47,78,14,57,68,496
-111.557418792539,32.9175812209583,0,1,1,"warm.Pwinter","outer",-8.51587284196782,2.45536912746463,210,185,47,7733,410,20,390,306,244,310,114,296,46,7,45,108,27,89,83,497
-113.227818792539,34.1237312209583,0,1,1,"warm.Pwinter","outer",-7.99674269467863,2.5746995449606,183,182,47,7539,388,1,387,279,212,282,91,270,42,3,47,95,18,71,83,498
-113.842618792539,36.5360312209583,0,1,1,"warm.Pwinter","outer",-6.89303692336896,2.11097114679382,164,153,39,8356,373,-11,384,77,199,274,61,227,29,5,36,78,29,52,69,499
-113.877418792539,36.5734312209583,0,1,1,"warm.Pwinter","outer",-6.05955610455343,2.27774671704151,154,152,40,8211,362,-18,380,69,189,263,53,249,32,6,35,85,33,57,75,500
-113.900618792539,36.6669312209583,0,1,0,"warm.Pwinter","mid",-5.04722265345357,2.42941790143927,143,153,40,8070,350,-27,377,59,177,251,45,279,36,7,33,95,38,63,84,501
-115.745018792539,43.0529812209583,1,0,0,"warm.Pwinter","mid",-3.7911089321585,2.6171862753831,104,147,37,8506,335,-60,395,5,210,217,-2,256,36,6,42,101,27,37,90,502
-115.745018792539,43.0436312209583,1,0,0,"warm.Pwinter","mid",-3.84548932768102,2.52838960149091,104,148,37,8470,335,-59,394,6,210,216,-2,252,35,6,40,98,27,37,88,503
-115.327418792539,42.9314312209583,1,0,0,"warm.Pwinter","mid",-4.14180839185325,2.63813675590918,105,165,40,8444,346,-64,410,5,209,217,-1,253,37,6,44,104,25,33,94,504
-115.315818792539,42.9314312209583,1,0,0,"warm.Pwinter","mid",-4.18753130819199,2.63697300304227,106,165,40,8446,347,-64,411,5,209,218,0,252,37,6,44,104,25,33,94,505
-115.176618792539,42.8940312209583,1,0,0,"warm.Pwinter","mid",-3.86628641914666,2.66675767893691,102,161,39,8484,340,-68,408,3,206,215,-5,256,37,6,45,106,25,33,96,506
-115.165018792539,42.8940312209583,1,0,0,"warm.Pwinter","mid",-3.87853895735069,2.66976842218928,102,160,39,8472,339,-67,406,3,206,214,-5,255,36,6,45,105,25,33,95,507
-115.188218792539,42.8846812209583,1,0,0,"warm.Pwinter","mid",-3.75493289079996,2.68467278154421,101,160,39,8450,338,-69,407,2,205,213,-6,259,37,6,45,107,26,33,96,508
-115.176618792539,42.8753312209583,1,0,0,"warm.Pwinter","mid",-3.75845441328285,2.6885833944106,101,160,39,8451,338,-69,407,2,205,213,-6,258,37,6,45,107,26,33,96,509
-115.107018792539,42.8753312209583,1,0,0,"warm.Pwinter","mid",-3.80361834191591,2.69382452884559,101,158,39,8469,337,-68,405,2,205,213,-6,255,36,6,45,105,25,33,95,510
-115.188218792539,42.8659812209583,1,0,0,"warm.Pwinter","mid",-3.99115974320828,2.54737307657321,103,161,39,8457,340,-67,407,3,206,215,-4,251,35,6,45,102,25,33,92,511
-115.292618792539,42.8566312209583,1,0,0,"warm.Pwinter","mid",-3.90941653675074,2.49407128792034,102,163,39,8406,341,-68,409,3,205,214,-4,254,36,6,43,103,26,34,93,512
-115.281018792539,42.8566312209583,1,0,0,"warm.Pwinter","mid",-3.78577898430113,2.49907588334533,101,162,39,8434,339,-69,408,2,204,213,-5,257,36,6,43,105,27,35,94,513
-115.269418792539,42.8472812209583,1,0,0,"warm.Pwinter","mid",-3.7358574039703,2.49772327670579,100,162,39,8424,338,-70,408,1,203,212,-6,258,36,6,44,105,27,35,94,514
-113.819418792539,37.1437812209583,0,1,0,"warm.Pwinter","mid",-4.11237575711608,2.36569087985484,131,161,41,8077,344,-45,389,47,165,238,31,306,41,7,32,107,45,61,92,515
-114.585018792539,42.8940312209583,0,1,0,"warm.Pwinter","mid",-3.18268233353843,2.37745446723814,94,147,36,8922,327,-79,406,-8,205,210,-20,254,37,6,45,102,25,34,97,516
-119.027818792539,48.1300312209583,0,1,0,"warm.Pwinter","mid",-2.30082564904362,2.35495433215571,102,135,35,8612,315,-64,379,-3,205,212,-11,283,40,13,33,103,42,51,93,517
-119.677418792539,47.6157812209583,1,0,0,"warm.Pwinter","mid",-2.71687542518983,2.32722718670404,93,121,32,8884,302,-75,377,-14,200,207,-22,226,35,7,42,92,28,36,81,518
-116.742618792539,43.2306312209583,1,0,0,"warm.Pwinter","mid",-2.40973164957946,2.04492468905311,87,152,40,7814,305,-74,379,-4,184,191,-11,286,31,9,29,92,40,52,84,519
-119.491818792539,48.3731312209583,0,1,0,"warm.Pwinter","mid",-1.37321710432835,2.34830423772398,93,131,34,8726,302,-78,380,-13,196,203,-22,302,42,13,32,111,46,55,103,520
-119.747018792539,43.4830812209583,1,0,0,"warm.Pwinter","mid",-0.954851163607678,2.17882616909141,67,150,40,7375,280,-88,368,-17,161,165,-24,287,35,12,28,99,47,55,85,521
-119.689018792539,43.4830812209583,1,0,0,"warm.Pwinter","mid",-1.41231562528263,1.92935123190822,72,151,40,7472,286,-84,370,-14,167,171,-21,270,33,12,27,92,46,53,78,522
-119.747018792539,43.4737312209583,1,0,0,"warm.Pwinter","mid",-1.25273979262502,2.05416086835999,71,150,40,7439,284,-84,368,-14,165,170,-21,278,34,12,26,95,47,54,81,523
-116.997818792539,43.4737312209583,1,0,0,"warm.Pwinter","mid",-1.13963406370162,2.37993375615354,75,159,41,7752,299,-88,387,-16,171,178,-23,339,38,11,30,113,45,58,106,524
-116.951418792539,43.4550312209583,1,0,0,"warm.Pwinter","mid",-1.42603984935493,2.26517931993049,78,158,41,7767,301,-84,385,-13,174,181,-20,327,36,11,29,108,45,57,100,525
-116.963018792539,43.4456812209583,1,0,0,"warm.Pwinter","mid",-1.32765629584829,2.32239536238053,77,158,41,7761,300,-85,385,-14,173,180,-21,331,37,11,29,109,45,57,102,526
-120.663418792539,43.5298312209583,1,0,0,"warm.Pwinter","mid",-1.66957275690341,2.63621348891077,69,162,45,6722,281,-76,357,-7,155,159,-12,256,33,12,32,94,42,54,78,527
-114.283418792539,43.2212812209583,1,0,0,"cold.Pwinter","mid",0.00706269203664669,1.9800291163843,65,157,36,9151,302,-125,427,-40,176,182,-55,344,49,11,43,140,42,51,133,528
-116.707818792539,43.1745312209583,1,0,0,"warm.Pwinter","mid",-0.187955329492615,2.83121527530353,67,156,40,7693,289,-94,383,-20,164,170,-28,372,44,12,31,130,48,61,121,529
-116.754218792539,42.4452312209583,1,0,0,"warm.Pwinter","mid",-0.484135439117196,2.1409810213497,61,170,43,7539,290,-105,395,-23,157,162,-31,340,40,12,31,117,46,59,106,530
-112.346218792539,36.1526812209583,1,0,0,"warm.Pwinter","mid",-0.257308076727065,1.92678068436848,84,162,44,7275,285,-79,364,176,114,181,-3,402,54,13,33,130,55,112,111,531
-113.007418792539,35.7786812209583,0,1,0,"warm.Pwinter","mid",-0.427381797953236,2.44092657748049,95,163,45,7078,293,-63,356,184,121,189,10,416,62,13,39,148,53,128,112,532
-117.554618792539,44.1282312209583,0,1,0,"cold.Pwinter","mid",0.543312675545917,2.44112068271178,63,154,38,8300,289,-110,399,-35,165,171,-44,370,50,13,35,140,52,65,129,533
-118.958218792539,43.7074812209583,1,0,0,"cold.Pwinter","mid",0.253865800853144,2.58675913628822,53,162,42,7433,271,-111,382,-35,145,150,-42,331,42,13,32,119,47,55,112,534
-114.329818792539,43.2773812209583,1,0,0,"cold.Pwinter","mid",0.489616125576613,2.13512146286834,62,159,37,9112,298,-129,427,-43,172,178,-58,362,52,12,42,147,45,55,142,535
-114.318218792539,43.2773812209583,1,0,0,"cold.Pwinter","mid",0.533790546977478,2.13604995275946,61,159,37,9076,297,-130,427,-43,171,177,-58,363,52,12,42,147,45,55,142,536
-114.283418792539,43.2586812209583,1,0,0,"cold.Pwinter","mid",0.484705813457279,2.02394653742099,61,159,37,9085,297,-130,427,-43,171,177,-58,360,51,12,41,145,45,55,139,537
-114.271818792539,43.2586812209583,1,0,0,"cold.Pwinter","mid",0.437410428105051,2.02694357151649,61,159,37,9114,298,-130,428,-43,172,178,-58,358,51,12,43,144,45,55,139,538
-114.271818792539,43.2306312209583,1,0,0,"cold.Pwinter","mid",0.0666275717542734,1.99358173718467,64,158,37,9145,300,-127,427,-41,175,181,-56,347,49,11,43,140,42,52,134,539
-111.951818792539,40.4443312209583,1,0,0,"cold.Pwinter","mid",0.815365601962393,1.939988751805,90,142,35,8729,313,-86,399,79,205,205,-21,484,54,23,23,155,80,80,126,540
-114.318218792539,43.4082812209583,0,1,0,"cold.Pwinter","mid",1.44956267937036,2.3679946238793,55,160,37,8977,290,-136,426,-47,164,170,-62,395,58,14,43,158,51,63,156,541
-114.329818792539,43.2867312209583,1,0,0,"cold.Pwinter","mid",1.09977407483474,2.25944436528172,56,160,37,9029,292,-134,426,-47,166,172,-62,383,55,13,43,154,48,59,150,542
-111.986618792539,40.4443312209583,1,0,0,"cold.Pwinter","mid",1.63525994058156,2.51060813207648,86,140,35,8665,308,-85,393,74,201,201,-22,533,60,25,24,170,85,85,142,543
-111.963418792539,40.4443312209583,1,0,0,"cold.Pwinter","mid",1.39338684742212,2.26665824886468,88,141,35,8713,311,-85,396,76,203,203,-22,519,57,25,23,164,85,85,138,544
-112.044618792539,40.4349812209583,1,0,0,"cold.Pwinter","mid",1.91543159652741,2.5923690399112,84,138,35,8624,305,-86,391,71,199,199,-23,539,62,26,24,172,87,87,143,545
-111.951818792539,40.4349812209583,1,0,0,"cold.Pwinter","mid",1.52561888934211,2.38847809792141,87,141,35,8698,311,-85,396,74,202,202,-22,528,59,25,23,168,85,85,141,546
-112.033018792539,40.4256312209583,1,0,0,"cold.Pwinter","mid",1.49587404006671,2.35301031192531,87,138,35,8682,307,-85,392,73,202,202,-22,518,58,25,23,165,85,85,136,547
-111.963418792539,40.4256312209583,1,0,0,"cold.Pwinter","mid",1.32909107657251,2.2119587650772,88,141,35,8712,311,-85,396,76,203,203,-22,513,57,25,23,163,84,84,135,548
-111.951818792539,40.4256312209583,1,0,0,"cold.Pwinter","mid",1.07306777618594,2.12174655606039,89,141,35,8721,312,-85,397,77,204,204,-21,501,55,24,23,159,82,82,132,549
-112.091018792539,40.4162812209583,1,0,0,"cold.Pwinter","mid",1.76029034794262,2.46149768116832,85,137,35,8615,304,-86,390,71,199,199,-23,525,60,26,24,168,86,86,137,550
-112.079418792539,40.4162812209583,1,0,0,"cold.Pwinter","mid",1.34138824058969,2.22555683518914,87,137,35,8653,306,-85,391,74,201,201,-22,501,57,25,23,161,83,83,129,551
-112.067818792539,40.4162812209583,1,0,0,"cold.Pwinter","mid",1.28499640724443,2.15576260673875,87,137,35,8669,306,-85,391,75,202,202,-22,498,56,25,23,160,83,83,127,552
-112.033018792539,40.4162812209583,1,0,0,"cold.Pwinter","mid",1.1762254125226,2.032527039329,88,139,35,8715,309,-85,394,76,203,203,-22,494,55,25,22,158,83,83,127,553
-111.998218792539,40.4162812209583,1,0,0,"cold.Pwinter","mid",1.36379473181892,2.1792407548747,87,140,35,8714,309,-86,395,75,202,202,-22,510,57,25,23,162,84,84,133,554
-111.963418792539,40.4162812209583,1,0,0,"cold.Pwinter","mid",1.25064215997384,2.13951172758764,88,141,35,8710,311,-86,397,76,203,203,-22,506,56,25,22,160,83,83,134,555
-112.102618792539,40.4069312209583,1,0,0,"cold.Pwinter","mid",1.64552272160837,2.26909716652674,86,136,34,8674,305,-85,390,72,201,201,-22,515,59,26,23,165,86,86,132,556
-112.079418792539,40.4069312209583,1,0,0,"cold.Pwinter","mid",1.17695955020335,1.95497873727347,88,137,34,8693,307,-85,392,76,203,203,-21,487,55,25,22,156,83,83,123,557
-112.044618792539,40.4069312209583,1,0,0,"cold.Pwinter","mid",1.22800245212678,2.08837066540462,87,138,35,8671,307,-85,392,75,202,202,-22,494,55,25,22,158,83,83,127,558
-111.986618792539,40.4069312209583,1,0,0,"cold.Pwinter","mid",1.14613536907443,1.99928386200623,88,140,35,8725,310,-86,396,76,203,203,-22,495,54,25,22,156,83,83,129,559
-111.975018792539,40.4069312209583,1,0,0,"cold.Pwinter","mid",1.24818052862516,2.12266511295718,87,141,35,8692,309,-86,395,75,202,202,-22,503,55,25,23,159,83,83,132,560
-112.033018792539,40.3975812209583,1,0,0,"cold.Pwinter","mid",1.20879482449586,2.01864049134636,87,139,35,8711,308,-86,394,75,202,202,-22,493,55,25,22,157,83,83,127,561
-115.315818792539,44.1469312209583,0,1,0,"cold.Pwinter","mid",2.36722478996519,2.44934865551008,51,172,40,8423,291,-130,421,-47,153,159,-59,451,61,19,34,169,67,77,162,562
-112.044618792539,40.4443312209583,1,0,0,"cold.Pwinter","mid",2.00943402728246,2.72090093112655,84,138,35,8606,304,-86,390,70,198,198,-23,546,63,26,25,175,87,87,146,563
-111.975018792539,40.4443312209583,1,0,0,"cold.Pwinter","mid",1.9313929034666,2.62882628394297,85,140,35,8645,307,-86,393,71,199,199,-23,548,62,26,24,174,87,87,147,564
-112.067818792539,40.4349812209583,1,0,0,"cold.Pwinter","mid",2.33126287097262,2.81784374936594,82,137,35,8551,301,-87,388,67,196,196,-24,559,64,27,24,177,90,90,150,565
-111.975018792539,40.4349812209583,1,0,0,"cold.Pwinter","mid",2.09549844760631,2.74515254479075,84,140,35,8622,305,-87,392,70,198,198,-24,557,63,26,24,175,88,88,152,566
-112.079418792539,40.4256312209583,1,0,0,"cold.Pwinter","mid",2.30343124037255,2.78432749426893,82,137,35,8566,301,-88,389,67,196,196,-24,557,64,27,24,177,89,89,149,567
-112.067818792539,40.4256312209583,1,0,0,"cold.Pwinter","mid",2.2433021532119,2.73294939474959,82,137,35,8591,302,-87,389,68,197,197,-24,553,64,27,24,176,89,89,147,568
-112.056218792539,40.4256312209583,1,0,0,"cold.Pwinter","mid",2.07728317153567,2.57309515708053,84,138,35,8639,304,-86,390,70,198,198,-24,544,62,27,23,173,89,89,144,569
-112.021418792539,40.4256312209583,1,0,0,"cold.Pwinter","mid",2.15409041048692,2.66109159439725,84,139,35,8612,304,-87,391,70,198,198,-24,552,63,27,23,175,89,89,148,570
-112.102618792539,40.4162812209583,1,0,0,"cold.Pwinter","mid",2.32498713267033,2.75936290286286,81,137,35,8535,299,-88,387,66,194,194,-25,550,64,27,24,175,89,89,147,571
-113.042218792539,37.4523312209583,0,1,0,"cold.Pwinter","mid",3.33033903378108,2.39657101884539,50,159,43,7362,254,-115,369,-31,76,148,-39,502,58,19,25,153,85,123,139,572
-117.322618792539,38.9296312209583,0,1,0,"cold.Pwinter","mid",4.21761557190017,2.32591619082415,15,148,43,6567,212,-131,343,-57,72,103,-59,411,42,26,15,121,86,91,117,573
-115.385418792539,41.7533312209583,0,1,0,"cold.Pwinter","mid",5.14576713142924,2.46229912621888,15,162,41,7408,235,-152,387,-60,112,114,-73,506,59,26,25,166,83,97,157,574
-111.371818792539,41.3886812209583,0,1,1,"cold.Pwinter","outer",6.04868282589299,2.38736124262426,19,145,38,7977,231,-145,376,-64,125,125,-77,566,58,31,18,166,104,104,162,575
-111.337018792539,39.8646312209583,0,1,1,"cold.Pwinter","outer",7.04879127223149,2.40870590912648,21,139,36,8154,226,-154,380,-70,100,129,-80,599,64,32,18,183,116,119,178,576
-114.701018792539,43.8851312209583,0,1,1,"cold.Pwinter","outer",7.81444928414578,2.14324170418099,-12,167,41,7848,210,-191,401,-97,86,89,-111,559,68,29,26,188,98,112,187,577
-111.174618792539,39.6028312209583,0,1,1,"cold.Pwinter","outer",8.5858751199496,2.67051421970079,7,130,36,7787,202,-154,356,-80,33,111,-85,637,68,34,16,189,128,139,183,578
-114.480618792539,34.7501812209583,0,1,1,"warm.Pwinter","outer",-11.9194385596905,2.87094170886968,229,147,39,8362,426,51,375,144,266,337,125,110,15,1,44,39,8,25,38,579
-113.274218792539,32.1602312209583,0,1,1,"warm.Pwinter","outer",-10.8553304221536,2.96296480869341,222,147,44,6753,390,63,327,308,246,308,138,143,29,1,63,63,6,63,39,580
-112.578218792539,33.8806312209583,0,1,1,"warm.Pwinter","outer",-7.69235312253166,3.73530894595272,191,174,47,7273,387,17,370,284,220,287,104,321,47,4,48,109,22,82,103,581
-115.072218792539,35.4140312209583,0,1,1,"warm.Pwinter","outer",-6.44824526853651,3.13251674897647,158,129,37,7707,347,6,341,77,189,260,65,217,32,4,41,73,23,59,68,582
-112.833418792539,34.1143812209583,0,1,1,"warm.Pwinter","outer",-6.13255680825772,3.24925787698667,171,184,48,7263,373,-6,379,265,198,267,84,352,55,5,47,126,26,97,108,583
